prediction,w_ace,winner_name,loser_name,loser_ht,winner_ht,avg_aces_surface,winner_rank,loser_rank,surface
5.450888685850765,4.0,Adrian Mannarino,Jan Hajek,180,183,5.310344827586207,61,101,Hard
5.377871513008828,6.0,Adrian Mannarino,Marcos Baghdatis,183,183,5.310344827586207,79,102,Hard
5.3623197667304705,11.0,Adrian Mannarino,Pere Riba,183,183,5.310344827586207,89,116,Hard
5.547418112624924,6.0,Adrian Mannarino,Fabio Fognini,178,183,5.310344827586207,38,22,Hard
5.257673099757547,9.0,Adrian Mannarino,Konstantin Kravchuk,190,183,5.310344827586207,35,155,Hard
5.374904669474885,3.0,Adrian Mannarino,Evgeny Donskoy,185,183,5.310344827586207,49,84,Hard
5.187173044480052,0.0,Adrian Mannarino,Benoit Paire,196,183,5.310344827586207,60,22,Hard
5.369652406842523,6.0,Adrian Mannarino,Illya Marchenko,185,183,5.310344827586207,64,68,Hard
5.139928271151558,9.0,Adrian Mannarino,Sam Querrey,198,183,5.310344827586207,64,34,Hard
7.1305982686987335,12.0,Adrian Voinea,Marc Kevin Goellner,196,185,7.375,55,80,Carpet
5.056929571764286,4.0,Adrian Voinea,Marco Meneschincheri,180,185,5.076923076923077,56,313,Clay
4.956154678108815,10.0,Adrian Voinea,Boris Becker,190,185,5.076923076923077,128,3,Clay
5.1110342236787005,1.0,Adrian Voinea,Slava Dosedel,183,185,5.076923076923077,75,52,Clay
5.254519685338556,2.0,Adrian Voinea,Jacobo Diaz,173,185,5.076923076923077,65,164,Clay
4.9862945743760285,2.0,Adrian Voinea,Jerome Golmard,188,185,5.076923076923077,87,92,Clay
5.045477675978743,6.0,Adrian Voinea,Dinu Pescariu,185,185,5.076923076923077,86,89,Clay
5.074235235462494,2.0,Adrian Voinea,Magnus Gustafsson,185,185,5.076923076923077,90,23,Clay
4.879992446514178,9.0,Adrian Voinea,Ion Moldovan,188,185,5.076923076923077,75,331,Clay
5.0298201255966095,8.0,Adrian Voinea,Orlin Stanoytchev,185,185,5.076923076923077,95,105,Clay
8.055623399487894,13.0,Adrian Voinea,Bob Bryan,193,185,8.355555555555556,83,433,Hard
8.424642015128036,6.0,Adrian Voinea,Juan Carlos Ferrero,183,185,8.355555555555556,113,12,Hard
8.493991748933663,14.0,Adrian Voinea,Markus Hipfl,178,185,8.355555555555556,90,105,Hard
8.435927666481707,15.0,Adrian Voinea,Vincent Spadea,183,185,8.355555555555556,95,21,Hard
8.274166061399749,3.0,Adrian Voinea,Julian Knowle,188,185,8.355555555555556,108,135,Hard
8.216628371014076,9.0,Adrian Voinea,Cyril Saulnier,190,185,8.355555555555556,144,111,Hard
8.139708196180019,2.0,Adrian Voinea,Mario Ancic,196,185,8.355555555555556,76,157,Hard
8.257619880649235,11.0,Adrian Voinea,Ivan Ljubicic,193,185,8.355555555555556,76,32,Hard
8.279152768438832,13.0,Adrian Voinea,Julien Boutter,190,185,8.355555555555556,107,49,Hard
6.616366665930267,8.0,Agustin Calleri,Marat Safin,193,183,6.777777777777778,86,9,Clay
6.795900975192929,4.0,Agustin Calleri,Sargis Sargsian,180,183,6.777777777777778,138,53,Clay
6.699972832759736,17.0,Agustin Calleri,Emilio Benfele Alvarez,183,183,6.777777777777778,138,133,Clay
6.625468300014595,4.0,Agustin Calleri,Michael Llodra,190,183,6.777777777777778,78,121,Clay
6.778461297660882,6.0,Agustin Calleri,Jarkko Nieminen,185,183,6.777777777777778,56,41,Clay
6.960726887501677,3.0,Agustin Calleri,Stefan Koubek,175,183,6.777777777777778,57,54,Clay
7.001555553056286,0.0,Agustin Calleri,Arnaud Clement,173,183,6.777777777777778,57,48,Clay
6.648095788068226,6.0,Agustin Calleri,Juan Balcells,190,183,6.777777777777778,61,105,Clay
6.839605448969855,3.0,Agustin Calleri,Mariano Zabaleta,183,183,6.777777777777778,31,38,Clay
6.983293397442301,2.0,Agustin Calleri,Cecil Mamiit,173,183,6.777777777777778,46,105,Clay
7.014356392636499,12.0,Agustin Calleri,Galo Blanco,173,183,6.777777777777778,21,86,Clay
6.64820815876082,5.0,Agustin Calleri,Juan Ignacio Chela,190,183,6.777777777777778,99,37,Clay
6.948072349387756,4.0,Agustin Calleri,Guillermo Coria,175,183,6.777777777777778,99,5,Clay
6.689025929098361,8.0,Agustin Calleri,Juan Ignacio Chela,190,183,6.777777777777778,60,23,Clay
6.7619211457142825,9.0,Agustin Calleri,Peter Luczak,183,183,6.777777777777778,54,156,Clay
6.775770904937283,4.0,Agustin Calleri,Denis Gremelmayr,183,183,6.777777777777778,51,133,Clay
6.977548283025333,11.0,Agustin Calleri,Gaston Gaudio,175,183,6.777777777777778,59,16,Clay
6.756315228389881,6.0,Agustin Calleri,Rainer Eitzinger,178,183,6.777777777777778,29,406,Clay
6.76175915626421,3.0,Agustin Calleri,Paolo Lorenzi,183,183,6.777777777777778,34,192,Clay
6.754829715955229,8.0,Agustin Calleri,Bruno Echagaray,183,183,6.777777777777778,47,183,Clay
10.833872756617966,12.0,Agustin Calleri,Paradorn Srichaphan,185,183,10.75,58,38,Grass
8.04148028373519,7.0,Agustin Calleri,Luis Horna,180,183,7.983606557377049,124,123,Hard
8.209383636448369,5.0,Agustin Calleri,Alex Kim,175,183,7.983606557377049,49,107,Hard
8.081307948228826,3.0,Agustin Calleri,Vincent Spadea,183,183,7.983606557377049,45,66,Hard
8.00323922574501,4.0,Agustin Calleri,Nicolas Lapentti,188,183,7.983606557377049,41,39,Hard
8.09147025180349,5.0,Agustin Calleri,Lars Burgsmuller,183,183,7.983606557377049,21,88,Hard
8.106627529181718,12.0,Agustin Calleri,Albert Costa,180,183,7.983606557377049,61,102,Hard
8.07752125506553,12.0,Agustin Calleri,Nicolas Massu,183,183,7.983606557377049,60,47,Hard
7.827425448273906,15.0,Agustin Calleri,Max Mirnyi,196,183,7.983606557377049,66,44,Hard
8.156873540956317,13.0,Agustin Calleri,Florent Serra,180,183,7.983606557377049,28,58,Hard
7.851673928657857,13.0,Agustin Calleri,Max Mirnyi,196,183,7.983606557377049,32,55,Hard
8.046976385173139,4.0,Agustin Calleri,Paul Henri Mathieu,185,183,7.983606557377049,51,48,Hard
8.022565915339115,2.0,Agustin Calleri,Juan Monaco,185,183,7.983606557377049,65,73,Hard
8.057618090509198,9.0,Agustin Calleri,Dmitry Tursunov,185,183,7.983606557377049,50,28,Hard
7.806236946488494,10.0,Agustin Calleri,Juan Martin Del Potro,198,183,7.983606557377049,30,74,Hard
8.146337639724035,10.0,Agustin Calleri,Florent Serra,180,183,7.983606557377049,30,76,Hard
8.054036438964634,5.0,Agustin Calleri,Juan Monaco,185,183,7.983606557377049,30,71,Hard
8.078694221602014,14.0,Agustin Calleri,Robby Ginepri,183,183,7.983606557377049,48,66,Hard
7.930989655322359,12.0,Agustin Calleri,Andreas Seppi,190,183,7.983606557377049,58,79,Hard
10.392705713854372,9.0,Aisam Ul Haq Qureshi,Mardy Fish,188,183,10.5,214,38,Grass
2.9358055399661525,3.0,Aki Rahunen,Grant Connell,185,175,3.0,73,95,Carpet
18.529726354255203,23.0,Albano Olivetti,Mardy Fish,188,203,18.8,388,8,Hard
18.330446858103603,14.0,Albano Olivetti,Kenny De Schepper,203,203,18.8,249,82,Hard
0.8922793797601134,2.0,Albert Chang,Tommy Ho,183,183,1.0,184,144,Carpet
2.483561773764119,2.0,Albert Chang,Scott Humphries,185,183,3.0,204,1027,Hard
4.625782127234202,2.0,Albert Costa,Greg Rusedski,193,180,4.75,24,6,Carpet
4.665369817412041,8.0,Albert Costa,Alex Obrien,185,180,4.75,32,221,Carpet
4.768448203403169,5.0,Albert Costa,Tim Henman,185,180,4.75,32,10,Carpet
4.630649042361399,1.0,Albert Costa,Michael Llodra,190,180,4.75,36,91,Carpet
2.7765022875123297,1.0,Albert Costa,Jaime Oncins,196,180,3.049618320610687,74,171,Clay
2.91803333970119,0.0,Albert Costa,Jonas Svensson,188,180,3.049618320610687,159,40,Clay
3.0425935377479028,0.0,Albert Costa,Oliver Gross,185,180,3.049618320610687,51,94,Clay
3.3184731034085,2.0,Albert Costa,Alberto Berasategui,173,180,3.049618320610687,43,9,Clay
3.2027027745319807,3.0,Albert Costa,Thomas Muster,180,180,3.049618320610687,27,3,Clay
3.156153339800681,0.0,Albert Costa,Malivai Washington,180,180,3.049618320610687,58,43,Clay
2.923986588327937,1.0,Albert Costa,Andrei Medvedev,193,180,3.049618320610687,58,14,Clay
2.8389208808333115,6.0,Albert Costa,Joern Renzenbrink,196,180,3.049618320610687,36,111,Clay
3.020567798173699,7.0,Albert Costa,Yevgeny Kafelnikov,190,180,3.049618320610687,18,4,Clay
3.1640036410760772,1.0,Albert Costa,Felix Mantilla,180,180,3.049618320610687,26,84,Clay
3.293432601718538,3.0,Albert Costa,Marcelo Rios,175,180,3.049618320610687,26,13,Clay
3.1343278490784976,3.0,Albert Costa,Andrea Gaudenzi,183,180,3.049618320610687,15,48,Clay
3.0038160380195493,4.0,Albert Costa,Omar Camporese,188,180,3.049618320610687,14,123,Clay
2.940242720952005,2.0,Albert Costa,Diego Nargiso,188,180,3.049618320610687,18,246,Clay
3.185100252919384,1.0,Albert Costa,Fernando Meligeni,180,180,3.049618320610687,13,64,Clay
2.909844152525905,1.0,Albert Costa,Michael Geserer,190,180,3.049618320610687,15,236,Clay
3.1144695105129307,6.0,Albert Costa,Andrei Pavel,183,180,3.049618320610687,12,94,Clay
2.9029265357109155,2.0,Albert Costa,Mark Philippoussis,196,180,3.049618320610687,13,21,Clay
3.0100610349484036,2.0,Albert Costa,Albert Portas,188,180,3.049618320610687,13,112,Clay
3.0942803096128304,1.0,Albert Costa,Magnus Gustafsson,185,180,3.049618320610687,27,31,Clay
3.0599778845641312,0.0,Albert Costa,Oliver Gross,185,180,3.049618320610687,26,103,Clay
3.0156868952383875,4.0,Albert Costa,Hernan Gumy,188,180,3.049618320610687,20,88,Clay
2.973498464318485,1.0,Albert Costa,Jiri Novak,190,180,3.049618320610687,21,95,Clay
3.038883901173411,7.0,Albert Costa,Bohdan Ulihrach,188,180,3.049618320610687,13,53,Clay
3.0910608963703576,4.0,Albert Costa,Vincenzo Santopadre,183,180,3.049618320610687,17,133,Clay
3.268729528951929,2.0,Albert Costa,Stefan Koubek,175,180,3.049618320610687,28,60,Clay
3.1322836403330774,2.0,Albert Costa,Vincent Spadea,183,180,3.049618320610687,28,29,Clay
3.174645346412136,4.0,Albert Costa,Mariano Puerta,180,180,3.049618320610687,25,64,Clay
3.049948822924568,8.0,Albert Costa,Jerome Golmard,188,180,3.049618320610687,16,25,Clay
2.86876608350026,0.0,Albert Costa,Todd Martin,198,180,3.049618320610687,16,8,Clay
3.08918346984172,11.0,Albert Costa,Magnus Gustafsson,185,180,3.049618320610687,25,45,Clay
3.024097593000215,2.0,Albert Costa,Albert Portas,188,180,3.049618320610687,21,69,Clay
3.249683692442861,0.0,Albert Costa,Guillermo Coria,175,180,3.049618320610687,65,33,Clay
3.1940103690546358,0.0,Albert Costa,Fabrice Santoro,178,180,3.049618320610687,53,52,Clay
3.2439297734765042,4.0,Albert Costa,Juan Antonio Marin,175,180,3.049618320610687,6,150,Clay
3.087164070475039,1.0,Albert Costa,James Blake,185,180,3.049618320610687,29,42,Clay
3.2790943193391806,4.0,Albert Costa,Alberto Martin,175,180,3.049618320610687,29,37,Clay
3.048035227661662,2.0,Albert Costa,Nicolas Lapentti,188,180,3.049618320610687,21,20,Clay
3.2078287523100792,1.0,Albert Costa,Nikolay Davydenko,178,180,3.049618320610687,22,79,Clay
2.676183782321416,3.0,Albert Costa,Nenad Zimonjic,190,180,3.049618320610687,9,725,Clay
3.1272364193194453,2.0,Albert Costa,Nicolas Kiefer,183,180,3.049618320610687,8,75,Clay
3.059644784269028,8.0,Albert Costa,Sergio Roitman,185,180,3.049618320610687,9,134,Clay
3.3972915760137017,1.0,Albert Costa,Olivier Rochus,168,180,3.049618320610687,31,63,Clay
4.949697368556538,0.0,Albert Costa,Bohdan Ulihrach,188,180,4.896907216494846,13,41,Hard
4.88437723844287,0.0,Albert Costa,Kenneth Carlsen,190,180,4.896907216494846,17,90,Hard
5.003653016905629,7.0,Albert Costa,Magnus Gustafsson,185,180,4.896907216494846,18,38,Hard
5.009963320575739,3.0,Albert Costa,Jason Stoltenberg,185,180,4.896907216494846,13,34,Hard
5.034157389435503,1.0,Albert Costa,Slava Dosedel,183,180,4.896907216494846,22,46,Hard
4.9345531507095,2.0,Albert Costa,Paul Haarhuis,188,180,4.896907216494846,13,72,Hard
5.032056995343787,6.0,Albert Costa,Slava Dosedel,183,180,4.896907216494846,16,61,Hard
5.0880725404220755,4.0,Albert Costa,Andrew Ilie,180,180,4.896907216494846,22,52,Hard
5.192440518624085,6.0,Albert Costa,Hicham Arazi,175,180,4.896907216494846,16,43,Hard
5.02810398410217,4.0,Albert Costa,Roger Federer,185,180,4.896907216494846,9,4,Hard
4.863940260600951,11.0,Albert Costa,Wayne Arthurs,190,180,4.896907216494846,27,114,Hard
4.021317339640129,2.0,Albert Montanes,Michael Chang,175,175,3.9322916666666665,167,33,Clay
3.755442490378816,5.0,Albert Montanes,Karol Kucera,188,175,3.9322916666666665,167,73,Clay
3.844063656709175,4.0,Albert Montanes,Albert Portas,188,175,3.9322916666666665,95,20,Clay
3.7876022501511724,4.0,Albert Montanes,Juan Balcells,190,175,3.9322916666666665,95,58,Clay
3.830385008331205,10.0,Albert Montanes,Jerome Golmard,188,175,3.9322916666666665,95,48,Clay
4.122255151022594,6.0,Albert Montanes,Galo Blanco,173,175,3.9322916666666665,61,93,Clay
3.844581782010981,3.0,Albert Montanes,Gustavo Kuerten,190,175,3.9322916666666665,61,2,Clay
3.951925725141894,1.0,Albert Montanes,Andrea Gaudenzi,183,175,3.9322916666666665,62,52,Clay
4.003398260346686,1.0,Albert Montanes,Fernando Vicente,180,175,3.9322916666666665,62,63,Clay
3.9073194878189508,5.0,Albert Montanes,Antony Dupuis,185,175,3.9322916666666665,54,80,Clay
3.786017817047137,4.0,Albert Montanes,Younes El Aynaoui,193,175,3.9322916666666665,54,18,Clay
3.9194715886148446,11.0,Albert Montanes,Hugo Armando,183,175,3.9322916666666665,60,122,Clay
3.7129575183900965,4.0,Albert Montanes,Tomas Behrend,193,175,3.9322916666666665,93,98,Clay
3.852667646242188,3.0,Albert Montanes,John Van Lottum,185,175,3.9322916666666665,110,92,Clay
4.027011061477512,5.0,Albert Montanes,Marc Lopez,175,175,3.9322916666666665,110,123,Clay
3.9530216350895735,2.0,Albert Montanes,Sargis Sargsian,180,175,3.9322916666666665,103,93,Clay
3.8881786687767312,2.0,Albert Montanes,Alejandro Hernandez,180,175,3.9322916666666665,95,240,Clay
4.004239900410173,17.0,Albert Montanes,Tomas Zib,178,175,3.9322916666666665,95,80,Clay
3.989393078262432,4.0,Albert Montanes,Luis Horna,180,175,3.9322916666666665,82,56,Clay
3.9453881252804544,3.0,Albert Montanes,Mariano Zabaleta,183,175,3.9322916666666665,51,85,Clay
3.7846175543193254,6.0,Albert Montanes,Robin Soderling,193,175,3.9322916666666665,50,28,Clay
3.8141065474880946,3.0,Albert Montanes,Ernests Gulbis,190,175,3.9322916666666665,50,84,Clay
4.004114079694371,5.0,Albert Montanes,Janko Tipsarevic,180,175,3.9322916666666665,78,33,Clay
3.9291972257511985,2.0,Albert Montanes,Juan Monaco,185,175,3.9322916666666665,53,37,Clay
3.7452992105781076,2.0,Albert Montanes,Andreas Haider Maurer,190,175,3.9322916666666665,23,273,Clay
3.848352787190497,4.0,Albert Montanes,Andreas Seppi,190,175,3.9322916666666665,32,46,Clay
3.915462392026932,1.0,Albert Montanes,Daniel Gimeno Traver,185,175,3.9322916666666665,34,99,Clay
3.9633376613498257,0.0,Albert Montanes,Roger Federer,185,175,3.9322916666666665,34,1,Clay
3.9818718654994614,2.0,Albert Montanes,Tobias Kamke,180,175,3.9322916666666665,34,157,Clay
4.026034869795278,1.0,Albert Montanes,Tobias Kamke,180,175,3.9322916666666665,22,88,Clay
4.061521156597527,8.0,Albert Montanes,Philipp Kohlschreiber,178,175,3.9322916666666665,50,43,Clay
3.843906460025814,1.0,Albert Montanes,Juan Ignacio Chela,190,175,3.9322916666666665,50,23,Clay
3.9724371311200297,4.0,Albert Montanes,Ruben Ramirez Hidalgo,183,175,3.9322916666666665,25,76,Clay
3.94284449816161,2.0,Albert Montanes,Daniel Gimeno Traver,185,175,3.9322916666666665,25,59,Clay
3.8413127500110305,1.0,Albert Montanes,Matthew Ebden,188,175,3.9322916666666665,69,72,Clay
3.9231276682956255,3.0,Albert Montanes,Ruben Ramirez Hidalgo,183,175,3.9322916666666665,53,127,Clay
4.079528578188858,3.0,Albert Montanes,Ricardas Berankis,175,175,3.9322916666666665,80,69,Clay
3.8321457355390005,5.0,Albert Montanes,Steve Johnson,188,175,3.9322916666666665,47,130,Clay
3.7187414299939197,3.0,Albert Montanes,Benoit Paire,196,175,3.9322916666666665,57,34,Clay
3.6627032398510164,5.0,Albert Montanes,Sam Querrey,198,175,3.9322916666666665,61,64,Clay
6.472100777171176,5.0,Albert Montanes,Bohdan Ulihrach,188,175,6.5,78,116,Grass
6.414367483407306,14.0,Albert Montanes,Brendan Evans,188,175,6.5,31,318,Grass
4.949994297711558,5.0,Albert Montanes,Ricardo Mello,175,175,4.714285714285714,30,109,Hard
4.646912931802719,12.0,Albert Montanes,Paul Capdeville,190,175,4.714285714285714,55,103,Hard
3.776229778273037,3.0,Albert Portas,Hernan Gumy,188,188,3.813008130081301,52,81,Clay
3.9605509362147826,3.0,Albert Portas,Felix Mantilla,180,188,3.813008130081301,52,14,Clay
3.927486784443823,3.0,Albert Portas,Marcello Craca,180,188,3.813008130081301,35,112,Clay
3.8317768168069986,4.0,Albert Portas,Thierry Champion,183,188,3.813008130081301,74,122,Clay
3.9871667496138192,3.0,Albert Portas,Marcelo Rios,175,188,3.813008130081301,133,9,Clay
3.759566043571203,4.0,Albert Portas,Carlos Moya,190,188,3.813008130081301,68,9,Clay
3.940800175575098,0.0,Albert Portas,Fabrice Santoro,178,188,3.813008130081301,112,25,Clay
3.760189508838323,2.0,Albert Portas,Hendrik Dreekmann,188,188,3.813008130081301,62,96,Clay
3.7938134456643624,4.0,Albert Portas,Juan Giner,178,188,3.813008130081301,71,399,Clay
3.8001647844818978,9.0,Albert Portas,Orlin Stanoytchev,185,188,3.813008130081301,78,102,Clay
3.7308689980619985,5.0,Albert Portas,Davide Sanguinetti,188,188,3.813008130081301,85,115,Clay
3.8851564543323223,5.0,Albert Portas,Andrei Pavel,183,188,3.813008130081301,66,27,Clay
3.706105411320844,4.0,Albert Portas,Juan Balcells,190,188,3.813008130081301,66,122,Clay
3.6094458352026315,3.0,Albert Portas,Richard Fromberg,196,188,3.813008130081301,70,80,Clay
3.86584537907555,6.0,Albert Portas,Filippo Volandri,183,188,3.813008130081301,22,145,Clay
3.9609584646461027,2.0,Albert Portas,Vladimir Voltchkov,180,188,3.813008130081301,42,31,Clay
4.050817049623722,1.0,Albert Portas,Alberto Martin,175,188,3.813008130081301,42,41,Clay
3.916325253630296,4.0,Albert Portas,Juan Carlos Ferrero,183,188,3.813008130081301,42,6,Clay
3.862135352009042,0.0,Albert Portas,Nicolas Escude,185,188,3.813008130081301,45,34,Clay
3.902979631900984,7.0,Albert Portas,Mariano Puerta,180,188,3.813008130081301,25,180,Clay
3.5098854205440286,3.0,Albert Portas,Ion Moldovan,188,188,3.813008130081301,88,562,Clay
3.9269172665624312,11.0,Albert Portas,Luis Horna,180,188,3.813008130081301,25,131,Clay
3.8584470417302246,7.0,Albert Portas,Oscar Hernandez,180,188,3.813008130081301,112,116,Clay
6.710817437405069,4.0,Albert Portas,Christian Ruud,188,188,6.666666666666667,53,99,Grass
7.852768408530758,6.0,Albert Portas,Sargis Sargsian,180,188,7.7272727272727275,88,86,Hard
3.425084139369871,1.0,Albert Ramos,Michael Russell,173,188,3.264705882352941,161,72,Clay
3.2649078956688733,3.0,Albert Ramos,Fernando Gonzalez,183,188,3.264705882352941,161,12,Clay
3.2704305066612234,5.0,Albert Ramos,Ruben Ramirez Hidalgo,183,188,3.264705882352941,107,97,Clay
3.2789857320672366,1.0,Albert Ramos,Igor Andreev,185,188,3.264705882352941,52,100,Clay
3.0723571268357697,5.0,Albert Ramos,Lukas Rosol,196,188,3.264705882352941,46,107,Clay
3.0803446081824988,3.0,Albert Ramos,Benoit Paire,196,188,3.264705882352941,43,96,Clay
3.1601306152134354,1.0,Albert Ramos,Nicolas Mahut,190,188,3.264705882352941,115,37,Clay
3.3454331480961423,4.0,Albert Ramos,Lleyton Hewitt,180,188,3.264705882352941,117,42,Clay
3.1613797100617984,2.0,Albert Ramos,Lamine Ouahab,185,188,3.264705882352941,104,248,Clay
3.3759871393834944,3.0,Albert Ramos,Nikolay Davydenko,178,188,3.264705882352941,103,82,Clay
3.035040013317758,2.0,Albert Ramos,Benoit Paire,196,188,3.264705882352941,95,96,Clay
3.2116754142403194,0.0,Albert Ramos,Leonardo Mayer,188,188,3.264705882352941,87,59,Clay
3.0988631979948003,3.0,Albert Ramos,Marinko Matosevic,194,188,3.264705882352941,63,100,Clay
3.224899470235632,8.0,Albert Ramos,Horacio Zeballos,188,188,3.264705882352941,55,89,Clay
3.323763080235211,1.0,Albert Ramos,Adrian Mannarino,183,188,3.264705882352941,57,77,Clay
3.251385524782634,2.0,Albert Ramos,Jeremy Chardy,188,188,3.264705882352941,56,33,Clay
5.139706063967108,4.0,Albert Ramos,Mikhail Kukushkin,183,188,5.032258064516129,80,56,Hard
5.121822298777456,3.0,Albert Ramos,Dmitry Tursunov,185,188,5.032258064516129,66,40,Hard
5.192587983294671,2.0,Albert Ramos,Jan Hajek,180,188,5.032258064516129,61,98,Hard
5.072434469680601,4.0,Albert Ramos,Horacio Zeballos,188,188,5.032258064516129,58,39,Hard
5.235823560035254,8.0,Albert Ramos,Yen Hsun Lu,180,188,5.032258064516129,31,63,Hard
5.104751426136318,1.0,Albert Ramos,Grigor Dimitrov,188,188,5.032258064516129,31,21,Hard
3.176533331058859,2.0,Alberto Berasategui,Omar Camporese,188,173,3.2857142857142856,34,123,Carpet
3.3567190075584277,4.0,Alberto Berasategui,Carl Uwe Steeb,180,173,3.2857142857142856,18,93,Carpet
1.7205465534293485,2.0,Alberto Berasategui,Alex Corretja,180,173,1.6398305084745763,45,90,Clay
1.6915543501814174,2.0,Alberto Berasategui,Diego Perez,178,173,1.6398305084745763,110,111,Clay
1.6470299622139881,4.0,Alberto Berasategui,Chuck Adams,185,173,1.6398305084745763,24,84,Clay
1.5100145557137445,0.0,Alberto Berasategui,Younes El Aynaoui,193,173,1.6398305084745763,14,72,Clay
1.6489683668556336,2.0,Alberto Berasategui,Andrei Olhovskiy,185,173,1.6398305084745763,10,105,Clay
1.5947066655507485,1.0,Alberto Berasategui,Yevgeny Kafelnikov,190,173,1.6398305084745763,14,15,Clay
1.667955463212263,3.0,Alberto Berasategui,Bernd Karbacher,185,173,1.6398305084745763,14,59,Clay
1.720508684519417,4.0,Alberto Berasategui,Andrea Gaudenzi,183,173,1.6398305084745763,14,29,Clay
1.7362785319476985,3.0,Alberto Berasategui,Paolo Cane,180,173,1.6398305084745763,9,122,Clay
1.607649013830544,1.0,Alberto Berasategui,Hendrik Dreekmann,188,173,1.6398305084745763,9,75,Clay
1.651305178533639,1.0,Alberto Berasategui,Oliver Gross,185,173,1.6398305084745763,9,102,Clay
1.7807341391761,0.0,Alberto Berasategui,Alex Corretja,180,173,1.6398305084745763,9,31,Clay
1.7476203686476628,1.0,Alberto Berasategui,Gabriel Markus,180,173,1.6398305084745763,10,97,Clay
1.5788979472891673,1.0,Alberto Berasategui,Gaston Etlis,185,173,1.6398305084745763,8,252,Clay
1.8116865374998128,0.0,Alberto Berasategui,Fabrice Santoro,178,173,1.6398305084745763,8,47,Clay
1.702921850890599,1.0,Alberto Berasategui,Carlos Costa,183,173,1.6398305084745763,14,65,Clay
1.7463011006448872,2.0,Alberto Berasategui,Emilio Sanchez,180,173,1.6398305084745763,16,89,Clay
1.7856641967304279,1.0,Alberto Berasategui,Tomas Carbonell,178,173,1.6398305084745763,16,86,Clay
1.8434379142103705,4.0,Alberto Berasategui,Jordi Arrese,175,173,1.6398305084745763,34,52,Clay
1.7803061299942897,0.0,Alberto Berasategui,Tomas Carbonell,178,173,1.6398305084745763,30,72,Clay
1.7170053992473024,3.0,Alberto Berasategui,Emilio Sanchez,180,173,1.6398305084745763,30,124,Clay
1.6735856521304961,1.0,Alberto Berasategui,Marcos Ondruska,183,173,1.6398305084745763,23,109,Clay
1.780909578649381,3.0,Alberto Berasategui,David Rikl,178,173,1.6398305084745763,8,110,Clay
